DT_JournalEntries/Dam_Quercy_Note	Dr. Quercy is clearly upset ... and speaking French ... She  seems to be saying something about Voussoir Facility? I wish I understood her better, it could be important ...	켈시 박사는 화가 나서... 프랑스어로 말하고있다... 부스와르 시설과 관련된 이야기를 하는 거 같긴 하다. 뭔 말인지 이해할 수 있으면 좋을 텐데, 중요한 내용일 수도 있으니까.
DT_JournalEntries/Office_Dr_Regal_Note	Dr. Regal says his power cells have all been taken to Silo 3.	리걸 박사가 말하길, 그의 파워셀은 모두 사일로 3로 옮겨졌다고 한다.
DT_JournalEntries/Office_DrShepherd_Note	Dr. Shepherd clearly has no interest in walking all the way through Manufacturing to get out of here.	셰퍼드 박사는 제조 구역을 누비며 이곳을 나가는 데에 관심이 전혀 없다.
DT_JournalEntries/Dam_Tang_Note	Dr. Tang believes there is equipment in Reactors and myriad connections to other parts of the facility ... technology that could assist us, and secret routes that may offer a way out of here ...	탕 박사는 쓸만한 장비들이 반응로에 있고, 미로가 시설의 여러 부분으로 연결된다고 믿는다... 기술은 우리에게 도움을 줄 테고, 어쩌면 탈출할 수 있는 비밀 통로가 있을지 모른다...
DT_JournalEntries/Dam_Tang_02_Note	Dr. Tang suggested that we could reactivate the Central Transmitter by devising a piece of equipment to shield it from the radiation surge that's interfering with it.	탕 박사는 급격한 방사선을 막는 장비를 만들어 중앙 송신기를 다시 가동시킬 수 있을 것이라 제안했다.
DT_JournalEntries/Office_Thule_Vents_Note	Dr. Thule refuses to crawl through vents to let Dr. Jager into the cafeteria.	툴 박사는 예거 박사를 구내식당으로 데려오기 위해 환풍구로 기어가기 싫다고 한다.
DT_JournalEntries/Labs_Thule_Note	Dr. Thule wants to get through the Vacuum Chamber to the Surface Elevator in Security Sector, but the door is covered in some weird alien goo. He thinks there's tools in the Containment Block to help remove it ... but first, we'd have to find a way past the security systems.	툴 박사는 진공 챔버를 지나 보안 구역에 있는 지표 엘리베이터로 가고 싶어했는데, 문이 이상한 외계 물질로 덮여있었다. 박사는 격리 블록에 그걸 없애는 데 쓸만한 도구가 있을 거라 생각하는데..., 우선 보안 시스템을 통과할 방법을 찾아야한다.
DT_JournalEntries/Intro_ECP_Title	ECP	ECP
DT_JournalEntries/LABS_Pens_RT_01_Title	ESCAPED SPECIMEN	탈출한 표본
DT_JournalEntries/Labs_LeyakEssence_Title	ESSENTIAL	정수
DT_JournalEntries/GoToLevel2Security_Title	EVACUATE THE FACILITY	시설에서 탈출하자
DT_JournalEntries/MetWarren_Title	EVACUATE VIA MANUFACTURING	제조 구역을 통해 대피하자
DT_JournalEntries/FindFrake_Title	FIND FRAKE	프레이크 찾기
DT_JournalEntries/Dams_Elanor_Title	FIND THREE DEVICES	세 가지 장치를 찾자
DT_JournalEntries/Dams_Kylie_Title	FIX THE BRIDGE	신경 교량을 고치자
DT_JournalEntries/MF_PipeColours_Title	FOLLOW THE PIPES	파이프를 따라서
DT_JournalEntries/MF_PipeColours_Note	Frake told her people to follow the colored pipes through Manufacturing - red, yellow, green - that lead to the broken electron pumps.	프레이크는 동료들에게 빨강, 노랑, 초록으로 색칠된 파이프를 통해 제조 구역을 통과하면, 고장난 전자 펌프로 갈 수 있을 것이라 말했다.
DT_JournalEntries/MF_Frake_01_Note	"Frake's team is working with the Blacksmith to make replacement parts for the electron pumps, so they can overload the synchrotron and blow a hole into the next sector.

Once they've got the parts, Frake told her people to follow the colored pipes through Manufacturing - red, yellow, green - that lead to the broken electron pumps."	"프레이크의 팀이 대장장이와 함께 전자 펌프를 고칠 부품을 작업하고 있다. 그렇게 된다면 싱크로트론을 과부하시켜 다음 구역까지 갈 구멍을 만들 수 있을 것이다.

프레이크는 동료들에게 빨강, 노랑, 초록으로 색칠된 파이프를 통해 제조 구역을 통과하면, 고장난 전자 펌프로 갈 수 있을 것이라 말했다."
DT_JournalEntries/Intro_OrdoContainment_Note	GATE operates several tiers of containment protocols. The lowest is 'Ordo', indicating an item, artefact or entity is deemed benign or low risk and requires only basic precautions. There are several tiers above this, but I'll need a higher security clearance than 'Blue' to learn about them.	GATE에서는 여러 등급의 격리 절차를 운영하고 있다. 가장 낮은 등급은 '오르도'이며, 얌전하거나 위험도가 낮아서 기본적인 예방책으로 충분한 물건, 유물, 개체 등을 의미한다. 이 위로도 몇가지 등급이 있지만 이에 대해서는 '블루' 보다 높은 보안 등급이 필요하다.
DT_JournalEntries/Dams_Jonas_Gatekeepers_Title	GATEKEEPERS GONE	게이트키퍼는 떠났다
DT_JournalEntries/Intro_GATEPal_Title	GATEPal	Gate Pal
DT_JournalEntries/SecurityBots_Title	GET CPUS FROM SECURITY BOTS	보안 로봇에서 CPU 얻기
DT_JournalEntries/Labs_AbeandJanet_Title	GET INTO THE CONTAINMENT BLOCK	격리 블록으로 이동하기
DT_JournalEntries/MF_Frake_01_Title	GET PARTS, FOLLOW THE PIPES	부품을 구해 파이프를 따라가자
DT_JournalEntries/Office_Dr_Roberts_Title	GET POWER CELLS FROM SILO 3	사일로 3에서 파워셀 얻기
DT_JournalEntries/GetThroughMines_Title	GET THROUGH MINES	광산을 통과하자
DT_JournalEntries/Labs_Cahn_Containment_Title	GET TO THE CONTROL CENTER	관제 센터로 이동하기
DT_JournalEntries/MF_Hank_Title	GET TO THE SURFACE TUNNEL	지표 터널로 이동하기
DT_JournalEntries/GoToLevel2Security2_Title	GO TO LEVEL 2	2층에 가자
DT_JournalEntries/GoToManufacturing_Title	GO TO MANUFACTURING	제조 구역에 가자
DT_JournalEntries/Office_Janet_Guns_Title	GUN UP	총을 듭시다
DT_JournalEntries/SiloScientist_Title	HACK INTO SILO 3?	사일로 3 해킹하기?
DT_JournalEntries/MF_MinionRadRoom_Title	HE STAYS, I GO	너는 있어, 난 갈 테니
DT_JournalEntries/Office_Anvils_Title	HEAVY METAL	헤비 메탈
DT_JournalEntries/Thule_Title	HELP DR. JAGER	예거 박사 도와주기
DT_JournalEntries/SECURITY_Cahn_02_Title	HYDROPLANT	수력발전소
DT_JournalEntries/MF_Hank_Note	Hank's trying to stop a chemical meltdown, but he says I should get out of here, and find my way to the Surface Tunnel.	행크는 화학적 재앙을 막으려 한다. 하지만 나한테는 이곳에서 나가, 지표 터널로 향하라고 했다.
DT_JournalEntries/Flathill_Marion_Note	I don't know whether to trust them, but the freak in Flathill thinks I can 'open a way' out by removing power cells from three 'devices' ...	그 사람을 믿어야 할 진 모르겠지만, 플랫힐의 미친놈은 세 개의 '장치'에서 파워셀을 제거해야만 '길을 열 수 있다'고 생각한다.
DT_JournalEntries/Dam_Witch_Note	I encountered the Gatekeeper again, speaking in riddles. It seems I can go no further for now, beyond this 'boundary of dust' ... 	게이트키퍼를 다시 만났다. 수수께끼같은 말을 한다. 지금은 이 '먼지의 경계' 너머로 더 가지 못하는 거 같다.
DT_JournalEntries/Labs_Witch_Note	I just met a Gatekeeper. She told me that beyond lay darkness ... and depths where we 'could not co-exist' ... What on earth is she trying to warn me about ... ?	방금 게이트키퍼를 만났다. 그녀는 저 너머의 어둠과... '공존할 수 없는' 심연이라 했다... 도대체 무엇에 대해 경고하는 걸까...?
DT_JournalEntries/SecurityBots_Note	I need to be careful of the security bots. Apparently, damaging their pods can activate them.	보안 로봇을 조심해야 한다. 보아하니, 포드에 손상을 가하면 로봇이 작동되는 거 같다.
DT_JournalEntries/Labs_Tarasque_Ichor_Title	ICHOR	영액
DT_JournalEntries/Dam_Tang_02_Title	INTERFERENCE	간섭
DT_JournalEntries/Office_Warren_Silos_Title	INVESTIGATE LEVEL 3 SILOS	3층 사일로 조사하기
DT_JournalEntries/Labs_Antethermite_Title	IT BURNS	태우는 것
DT_JournalEntries/Sec_REaperEssence_Title	IT HATES HIGH ENERGY EM	고에너지 전자기를 싫어한다
DT_JournalEntries/Office_Dr_Roberts_Note	If Dr. Roberts is right, there are power cells in the Silos on Level 3.	로버츠 박사의 말이 맞다면, 3층 사일로들에 파워셀이 여러 개 있을 것이다.
DT_JournalEntries/Dams_NetworkTransmitter_Note	"If I want to bring the Central Network Transmitter back online, it's on top of H Building somewhere, according to Isaiah. Something is interfering with the signal. I need to find a way to restore it.

Apparently the flow control module's up there too ...

Alright."	"중앙 네트워크 송신기를 다시 온라인 시켜야한다면, 아이제이아가 말해줬는데 H가 쓰인 건물 꼭대기에 있다고 한다. 무엇인가 신호를 간섭 중이며, 내가 복구할 방법을 찾아야 한다.

보아하니 유량 제어 모듈도 거기에 있는 거 같다.

알겠어."
DT_JournalEntries/GoToLevel2Security2_Note	If I want to get out of here, I need to get help from the Security staff	여기서 나가려면, 보안 직원의 도움이 필요하다.
DT_JournalEntries/Dams_SpillwayComputer_Note	If I want to reboot the Spillway Computer, it's somewhere in the Waterfall Apartments, over the bridge past ... the waterfall.	배수로 컴퓨터를 재시작해야 한다면, 폭포를 지나, 다리를 건너... 폭포 아파트 어딘가에 있다.
DT_JournalEntries/Bed_Note	If I'm going to be here much longer, I need somewhere to sleep. Perhaps I should make a bed?	이곳에 오래 머무를 계획이라면 잠잘 곳이 필요하다. 침대를 만드는 게 나을지도?
DT_JournalEntries/Dams_Elanor_Note	"If I'm going to open the Spillway's flow control and get out of here, I need to reactivate three devices:

> Reboot Spillway Computer
> Unlock the Flow Valves
> Bring the Central Network Transmitter back online"	"배수로 유량 제어를 열고 여기서 나가고 싶다면 세 가지 장치를 재시작 시켜야한다.

> 배수로 컴퓨터 재시작
> 유량 밸브들 해제
> 중앙 네트워크 송신기 온라인 시키기"
DT_JournalEntries/BuildCraftingBench_Note	If I'm going to survive this, I need a place to work.	여기서 살아남으려면 작업할 곳이 필요하다.
DT_JournalEntries/Crucible_Note	If the crucible were to accidentally spill, it could do huge damage to the Foundry	도가니의 내용물을 실수로 쏟는다면 주조소에 큰 피해를 입힐 것이다.
DT_JournalEntries/Dams_PowerSystem_Note	Isaiah says the first thing we should do is reset the Dam power system after the quakes triggered a shutdown.	아이제이아가 말하길, 가장 먼저 해야할 건 지진으로 멈춘 댐의 전력 시스템을 초기화하는 것이라 한다.
DT_JournalEntries/Thule_Note	It doesn't seem like Dr. Thule is going to help Dr. Jager, who's waiting at the cafeteria door.	예거 박사는 구내식당 문에서 기다리고 있는 툴 박사를 도와줄 생각이 없는 것 같다.
DT_JournalEntries/Assaults_Note	It seems as though my base isn't quite as secure as I thought, as though I could be attacked at any time. Probably best to put up some proper defenses.	기지가 생각만큼 안전하진 않은 것 같다. 언제든 공격받을 수 있으니, 제대로 된 방어 시스템을 구축해야겠다.
DT_JournalEntries/Labs_Tarasque_Ichor_Note	It sounds like Dr. Laciter, whoever that is, was looking for a way to open portals using Tarasque blood? I wonder if he succeeded ...	듣자하니, 라시터 박사라는 사람이 타라스크의 피를 통해 포탈을 열 방법을 찾고있었던 거 같다. 성공했을지 궁금하다...
DT_JournalEntries/Sec_REaperEssence_Note	It sounds like IS-0059 produces an unusual material when struck with certain kinds of high energy EM radiation.	IS-0059는 특정한 고에너지 전자기 방사에 노출되면 희귀한 물질을 만들어내는 거 같다.
DT_JournalEntries/Dams_Megalight_Note	It sounds like there's an aquatic subject, IS-0023, that REALLY doesn't like x-ray radiation ...	IS-0023이라는 수생 개체는 X-Ray 방사를 끔찍히 싫어하는 거 같다.
DT_JournalEntries/Office_Abe_Containment_Note	It's possible that when we escaped Flathill, we let the Composers out too. Not ideal.	플랫힐에서 탈출할 때 작곡가들도 같이 풀려난 것 같다. 좋지 않아.
DT_JournalEntries/Dam_Quercy_Title	JE NE COMPRENDS	JE NE COMPRENDS
DT_JournalEntries/Office_Janet_Guns_Note	Janet may have lost the plot, but she's right about one thing: we need GUNS to get out of here.	어쩌면 자넷이 정신이 나간 걸 수도 있지만, 한 가지 옳은 말을 하긴 했다: 여기서 나가려면 "총"이 필요하다.
DT_JournalEntries/Dams_Jonas_Gatekeepers_Note	"Jonas, a member of the Defense Team, says that the Gatekeepers abandoned his team to defend the Dam alone, and pushed on towards Reactors.

He's not sure what's so important for them down in Reactors, but they don't sound like the types to answer questions."	"방어팀 일원인 조나스가 말하기를, 게이트키퍼가 댐을 지키고 있는 팀을 버리고 반응로로 밀고 나갔다고 한다.

조나스는 저 밑에 있는 반응로가 뭐가 그리 중요한지 모르며, 게이트키퍼는 쉽게 대답해 줄 부류의 사람들은 아니었다고 한다."
DT_JournalEntries/Dams_Kylie_Note	"Kylie, whoever she was, seems to have had her brain installed into a machine, and now that Wakeman is gone, she's trapped in there.

She believes that if I can repair the neural-bridge, she may be able to 'upload' into some kind of hardware.

How hard could it be?"	"나는 카일리가 이전에는 어떤 사람이었는지 모르지만, 과거에 뇌를 기계에 설치한 거 같다. 지금 웨이크먼이 없기 때문에, 그녀는 저기에 갇혀버렸다.

카일리는 내가 신경 교량을 고치면 일종의 하드웨어에 자기 자신을 업로드 할 수 있을 것이라 믿는다.

어려워 봤자겠지?"
DT_JournalEntries/KeyPadHacker2_Note	Looks like security doors in this sector could be vulnerable to hacking. Apparently the CPUs from Security Bots contain security data ...	이 구역의 보안문들은 해킹에 취약한 거 같다. 보아하니, 보안 로봇의 CPU가 보안 정보를 가지고 있는 걸로 보인다.
DT_JournalEntries/MF_MinionRadRoom_Note	Looks like the engineer in the materials processing plant is going down with the ship, but he was clear: I need to head through the mines for the surface tunnel.	물질 가공 구역의 기술자는 끝까지 남아있겠다고 했지만, 나한테 분명히 말했다. 지표 터널로 가려면 광산을 향해야 한다.
DT_JournalEntries/MF_Frake_03_Title	MAKE IT THROUGH LABS	연구실을 통과하자
DT_JournalEntries/Office_Forklift_Warning_Title	MILITARY IN THE FACILITY?	시설에 군대가?
DT_JournalEntries/Intro_GATEPal_Note	My GATEPal stores useful data and communications. Assuming it works like the ones at Springer Facility, it'll be locked to my security clearance, so it only provides data for sectors I've got access to.	내 GATE Pal은 유용한 정보와 대화 내용을 저장한다. 스프링어 시설에 있던 것과 비슷하다면, 내 보안 등급에 국한된 구역의 정보만 제공할 것이다.
DT_JournalEntries/ManufacDanger_Title	NEED BETTER ARMOR AND WEAPONS	좋은 방어구와 무기가 필요해
DT_JournalEntries/WarningMFPrepare_Title	NEED BETTER ARMOR AND WEAPONS	좋은 방어구와 무기가 필요해
DT_JournalEntries/Office_DrShepherd_Title	NOT WALKING	안 가요
DT_JournalEntries/BuildCraftingBench2_Note	Not much I can do without setting up a crafting area of some kind.	제작 공간 같은 걸 마련하지 않고는 뭘 할 수가 없을 것이다.
DT_JournalEntries/Sec_SurfaceElevator_Note	Now the Surface Elevator is out of action, Dr. Ahmed wants to search for equipment that could get us through the Security Doors ...	지표 엘리베이터는 현재 작동하지 않는다, 아메드 박사는 보안문을 열 수 있는 장비를 찾자고 한다...
DT_JournalEntries/Office_Abe_Containment_Title	OOPS	이런!
DT_JournalEntries/GruntOutsideFlathill_Title	OPEN THE PORTAL?	포탈 열기?
DT_JournalEntries/Intro_PowerSockets_Note	One of the first things GATE did when it bought this ex-Lithium mine in 1977 was install a completely new power and electrical system. Due to safety regulations, it only operates during daylight hours.	1977년에 GATE가 옛 리튬 광산을 매입하고 처음한 일 중 하나는 완전 새로운 콘센트와 전력 시스템을 설치한 것이며, 안전 규정을 통해 전원은 오직 낮에만 공급된다.
DT_JournalEntries/LABS_Containment_RT_01_Title	PORTAL SHORTCUTS	포탈 지름길
DT_JournalEntries/Assaults_Title	PORTAL STORMS	포탈 폭풍
DT_JournalEntries/Intro_PowerSockets_Title	POWER	전력
DT_JournalEntries/Office_Dr_Regal_Title	POWER CELLS IN SILO 3	사일로 3에 있는 파워셀
DT_JournalEntries/Office_Receptionist_02_Title	POWER CELLS ON LEVEL 3?	파워셀이 3층에?
DT_JournalEntries/Office_No_Power_At_Night_Title	POWERLESS	정전
DT_JournalEntries/Dam_Tang_Title	REACTORS LABYRINTH	반응로 미궁
DT_JournalEntries/Dams_SpillwayComputer_Title	REBOOT THE SPILLWAY COMPUTER	배수로 컴퓨터를 재시작하기
DT_JournalEntries/MF_Blacksmith_01_Title	REPLACEMENT PARTS	대체 부품
DT_JournalEntries/Dams_PowerSystem_Title	RESET THE POWER SYSTEM	전력 시스템 초기화
DT_JournalEntries/Pens_KH3_Title	SEARCH CAREFULLY	면밀한 조사
DT_JournalEntries/Labs_Cahn_02_Title	SEARCH THE CONTAINMENT BLOCK	격리 블록 수색
DT_JournalEntries/Office_Receptionist_Title	SHOOTERS	누군가 총을 쏜다
DT_JournalEntries/Crucible_Title	SPILL THE CRUCIBLE	도가니를 쏟기
DT_JournalEntries/Sec_SurfaceElevator_Title	SURFACE ELEVATOR	지표 엘리베이터
DT_JournalEntries/Dams_Jonas_Title	SURVIVORS?	생존자들?
DT_JournalEntries/Dams_Neutrino_Detector_Title	SWIM GOOD	수영 잘 해
DT_JournalEntries/IntrO_Security_Note	Sounds like someone in the Research Division is conducting an investigation into security at Cascade.	연구 부서의 누군가가 캐스케이드의 보안을 조사하는 거 같다.
DT_JournalEntries/NATOProblems_Note	Sounds like someone powerful has wanted to shut the Cascade Facility down for quite some time.	어떤 강한 권력을 가진 인물이 캐스케이드 시설의 폐쇄를 오랬동안 바랐던 것 같다.
DT_JournalEntries/VignettesReset_Title	TEMPORAL TETHERING?	시간적 테더링?
DT_JournalEntries/Office_Thule_Vents_Title	THE VENTS?	환풍구?
DT_JournalEntries/MF_Frake_Minion_2_Title	THROUGH THE MINES	광산을 통해서
DT_JournalEntries/Labs_Witch_Title	TWISTED SISTER	뒤틀린 수녀
DT_JournalEntries/MF_Blacksmith_01_Note	"The Blacksmith can make the parts we need to fix the electron pumps, but he wants to trade some materials:

-- DIODE -- trade for GREASE
-- FIBREOPTIC CABLE -- trade for SOLDER (melt SILVER and METAL SCRAP in a soup pot with water)
-- OPTIC LENS -- trade for REINFORCED HOSE

The Blacksmith also heard that a portal has opened in the Tram station. He gave me specs for a 'Tram Key' to open the station, so I can investigate the portal, which may lead to useful materials."	"대장장이는 전자 펌프를 고치는데 필요한 부품을 만들어줄 수 있지만, 몇 가지 재료와 교환을 원한다.

-- 다이오드 -- 윤활유로 교환
-- 광섬유 케이블 -- 땜납(은과 금속 폐조각, 물을 냄비에 넣고 녹여야 함)으로 교환
-- 광학 렌즈 -- 강화된 호스로 교환

대장장이는 트램 정거장에 포탈이 열렸다는 말을 들었다고 한다. 그러면서 내가 정거장을 열 수 있도록 '트램 키'의 사양을 주었다. 이걸 통해서 포탈을 조사하고 유용한 재료를 구할 수 있을 것이다."
DT_JournalEntries/Dams_Jonas_Note	"The Defense Team officer, Jonas, thinks there could be survivors of the Order attack in the Electrical Station.

If anyone knows this sector, it's going to be them."	"방어팀의 조나스는 교단의 공격으로부터 발전소에 살아남은 사람이 있을 거라고 했다.

생존자들이라면 이 구역에 대해 알고 있을 것이다."
DT_JournalEntries/FindFrake_Note	The Engineer holed up in the crane said the soldiers have set up a beachhead at the Crossroads. Maybe I should find a way around them ... through the Garages?	크레인에 있는 기술자가 말하기로는, 군인들이 교차로에 거점을 설치해두었다 한다. 우회할 길을 찾아야 할 거 같은데... 어쩌면 차고를 통해서 갈 수 있지 않을까?
DT_JournalEntries/MF_CraneGuy_Note	The Engineer holed up in the crane said the soldiers have set up a beachhead at the Crossroads. Maybe I should find a way around them ... through the Garages?	크레인에 숨어있는 기술자가 말하기로는, 군인들이 교차로에 거점을 설치해두었다 한다. 우회할 길을 찾아야 할 거 같은데... 어쩌면 차고를 통해서 갈 수 있지 않을까?
DT_JournalEntries/GruntOutsideFlathill_Note	The dying soldier said opening portals is a bad idea. Then he died.	죽어가는 군인은 포탈을 여는 것이 나쁜 생각이라고 했다. 그리곤 죽었다.
DT_JournalEntries/MF_VentMinionJulia_Note	The engineer, Julia, says that someone called 'Frake' has a plan to get out of here, and it involves ... the Blacksmith, apparently.	엔지니어인 줄리아가 '프레이크'라는 인물이 탈출계획을 가지고 있다고 했다. 대장장이와 관련된 계획인것 같다.
DT_JournalEntries/GetThroughMines_Note	The engineer, Kovak, talked about spies and sects?! I don't know what to believe, but he said the Surface Tunnel is the way out - if I can disable the security doors somehow.	기술자 코박이랑 대화했는데, 스파이와 파벌이라니? 무엇을 믿어야 할지 모르겠다. 하지만 분명한 건, 보안문만 어떻게 해제 할 수 있다면 지표 터널로 나갈 수 있다고 그가 말한 것이다.
DT_JournalEntries/MF_Frake_Minion_2_Note	The engineer, Kovak, talked about spies and sects?! I don't know what to believe, but he said the Surface Tunnel is the way out - if I can disable the security doors somehow.	기술자 코박이랑 대화했는데, 스파이와 파벌이라니? 무엇을 믿어야 할지 모르겠다. 하지만 분명한 건, 보안문만 어떻게 해제 할 수 있다면 지표 터널로 나갈 수 있다고 그가 말한 것이다.
DT_JournalEntries/GoToLevel2Security_Note	The facility PA told me to evacuate, but first I need to get out of the Cafeteria.	시설의 방송이 나보고 대피하라고 했다. 먼저 구내식당에서 나가야 한다.
DT_JournalEntries/Office_No_Power_At_Night_Note	The facility's power and lights turn off at night. I'm going to need to find a way to deal with that.	시설의 전력과 조명은 밤이 되면 꺼진다. 대응할 방법을 찾아야 한다.
DT_JournalEntries/MetWarren_Note	The plaza security guard, Warren, says we have to evacuate via the main tunnel in Manufacturing Sector, on Level 2.	광장 경비원인 워렌이 말하기로는, 2층 제조 구역의 메인 터널을 통해 대피해야한다고 한다.
DT_JournalEntries/Office_Receptionist_02_Note	The receptionist hiding in the closet seems to think there are power cells on Level 3 ... but maybe the soldiers, whoever they are, want the technology too?	옷장에 숨어있던 접수원은 파워셀이 3층에 있다고 생각하는 거 같다... 하지만 뭔지 모를 그 군인들도 그 기술을 원할 지도 모른다.
DT_JournalEntries/Office_Receptionist_Note	The receptionist was hysterical, but said something about people shooting ... ?	접수원은 겁에 질려있었다. 그런데 분명 총을 쏘는 사람들에 대해 이야기한 거 같은데 ... ?
DT_JournalEntries/GoToManufacturing_Note	The scientists who explored Flathill, Abe and Janet, barely survived. Janet says that Manufacturing Sector is our best hope of escape ...	플랫힐을 탐험했던 과학자인 에이브와 자넷은 간신히 살아남았다. 자넷이 말하길 제조 구역이 탈출의 유일한 희망이라고 한다.
DT_JournalEntries/Intro_ECP_Note	The sheer range of specimens and entities researched here the GATE Cascade Research Facility, means all staff MUST be familiar with Emergency Containment Protocols.	GATE 캐스케이드 연구 시설에서 연구하는 표본과 개체의 범위를 고려할 때, 모든 직원은 긴급 격리 절차(Emergency Containment Procedures)를 반드시 숙지해야 한다.
DT_JournalEntries/MF_Frake_03_Note	The singularity opened an exit to Labs Sector, and Frake's sure there is a way out. Looks like I'm going to have to find it. She's going to round up her team and follow.	특이점이 연구 구역으로 갈 길을 만들었다. 프레이크가 그곳에 탈출구가 있다고 했으니, 가서 찾아봐야할 것이다. 프레이크는 팀과 함께 따라온다고 했다.
DT_JournalEntries/SiloScientist_Note	The technologist outside Silo 3 thinks we could build a hacking device to break in there. But we'd have to harvest CPUs from Security Bots. How hard could it be?	사일로 3 밖에 있던 기술자는 해킹 장치를 만들면 안으로 들어갈 수 있다고 한다. 하지만 먼저 보안 로봇으로부터 CPU를 꺼내야 하는데... 어려워 봤자겠지?
DT_JournalEntries/Labs_Xray_Door_Note	The way forward is blocked by some kind of physical "X-RAY+" field. I may be able to jam the system by putting in something that responds abnormally to x-ray.	앞으로 가는 길은 일종의 물리적인 "X-RAY+" 역장으로 막혀있다. X-Ray에 비정상적으로 반응하는 무엇인가를 넣으면 시스템을 방해할 수 있을 지도 모른다.
DT_JournalEntries/Office_Forklift_Warning_Note	The wounded forklift operator told me to find a powercell, so we could use the forklift to open Manufacturing Sector. He also said there's military units in the Facility, but not Gatekeepers or regular army ...	부상당한 지게차 운전사가 나를 보고 파워셀을 찾은 다음, 지게차를 이용해 제조 구역을 열라고 했다. 또한 그가 말하길, 시설 내에 게이트키퍼나 정규군이 아닌 군인이 있다고 한다...
DT_JournalEntries/ManufacDanger_Note	There's SOLDIERS in the facility? But we can activate the forklift and access Manufacturing Sector using a POWER CELL ... if I can find one.	시설에 군인들이 있다고? 지게차를 작동시켜 제조 구역으로 갈 수 있을 것이다... 그러려면 파워셀이 필요하다.
DT_JournalEntries/WarningMFPrepare_Note	There's SOLDIERS in the facility? But we can activate the forklift and access Manufacturing Sector using a POWER CELL ... if I can find one.	시설에 군인들이 있다고? 지게차를 작동시켜 제조 구역으로 갈 수 있을 것이다... 그러려면 파워셀이 필요하다.
DT_JournalEntries/LABS_Pens_RT_01_Note	To judge by the research tape, IS-0091 - the Leyak - is elusive and unstoppable without some kind of x-ray weapon or defense. Unfortunately, it seems to have escaped when the containment system lost power. That could be a problem.	연구 테이프에 따르면, IS-0091, 즉 레야크는 X-Ray 무기나 방어 수단 없이는 잡을 수도, 막을 수도 없는 존재같다. 불행히도, 해당 개체는 격리 시스템의 전원이 없었을 때 탈출한 걸로 보인다. 문제가 될 지도 모른다.
DT_JournalEntries/Dams_FlowValves_Title	UNLOCK THE FLOW VALES	유량 밸브를 해제하자
DT_JournalEntries/Dam_Witch_Title	UNLOST, FOUND	길을 아는 자매. 발견.
DT_JournalEntries/Dams_FlowValves_Note	Unlocking the Flow Valves means finding a way out to the neutrino detector tower in the Reservoir ...	유량 밸브를 해제하면 저수지 속 중성미자 탐지기 탑으로 가는 길로 나갈 수 있다.
DT_JournalEntries/Office_Tengku_Title	WAIT ... AWHILE	잠깐... 기다려봐
DT_JournalEntries/Security_Cahn_Entry_Title	WHAT LIES BEYOND	그 너머에 있는 것
DT_JournalEntries/MF_VentMinionJulia_Title	WHO IS FRAKE?	프레이크의 정체?
DT_JournalEntries/NATOProblems_Title	WHO IS THE ORDER?	교단의 정체?
DT_JournalEntries/IntrO_Security_Title	WHO'S WATCHING?	감시 중?
DT_JournalEntries/Labs_Xray_Door_Title	X-RAY FORCE FIELDS	X-RAY 역장
DT_JournalEntries/Dams_Megalight_Title	X-RAY POWER	X-Ray의 힘
DT_JournalEntries/Alps_Dupont_Title	YETI?	예티?
DT_KeybindSettings/Pager_DisplayName	Activate Pager	호출기 활성화
DT_KeybindSettings/AltFire_DisplayName	Alt Fire	대체 사격
DT_KeybindSettings/AutoMove_DisplayName	Auto Move	자동 이동
DT_KeybindSettings/Back_DisplayName	Back	뒤로
DT_KeybindSettings/BetaFeedback_DisplayName	Beta Feedback	베타 피드백
DT_KeybindSettings/ClearKeybind_DisplayName	Clear Keybind	키바인딩 해제
DT_KeybindSettings/CloseContainer_DisplayName	Close Container	보관함 닫기
DT_KeybindSettings/ContextMenu_DisplayName	Context Menu	Context Menu
DT_KeybindSettings/LookDownRate_DisplayName	Controller Look Down	컨트롤러 아래 보기
DT_KeybindSettings/LookLeftRate_DisplayName	Controller Look Left	컨트롤러 왼쪽 보기
DT_KeybindSettings/LookRightRate_DisplayName	Controller Look Right	컨트롤러 오른쪽 보기
DT_KeybindSettings/LookUpRate_DisplayName	Controller Look Up	컨트롤러 위쪽 보기
DT_KeybindSettings/Crouch_DisplayName	Crouch	앉기
DT_KeybindSettings/DropItem_DisplayName	Drop Item	아이템 버리기
DT_KeybindSettings/Emotes_DisplayName	Emotes	감정 표현
DT_KeybindSettings/EscapeMenu_DisplayName	Escape Menu	ESC 메뉴
DT_KeybindSettings/Fire_DisplayName	Fire	사격
DT_KeybindSettings/Handbrake_DisplayName	Handbrake	핸드 브레이크
DT_KeybindSettings/HolsterItem_DisplayName	Holster Item	집어넣기
DT_KeybindSettings/Horn_DisplayName	Horn	경적
DT_KeybindSettings/HotbarSlot1_DisplayName	Hotbar Slot 1	퀵 슬롯 1
DT_KeybindSettings/HotbarSlot10_DisplayName	Hotbar Slot 10	퀵 슬롯 10
DT_KeybindSettings/HotbarSlot2_DisplayName	Hotbar Slot 2	퀵 슬롯 2
DT_KeybindSettings/HotbarSlot3_DisplayName	Hotbar Slot 3	퀵 슬롯 3
