Dialogue/4822C2CC4F9690131978839839416B11_B493B93F00000000	That day trip to the Flesh Dimension is sounding more enticing by the minute ... I should've gone with Laciter's team.	살점 차원으로 떠나는 여행이 시간이 흐를 수록 매력적으로 느껴지는군...라시터의 팀을 따라갔어야 했는데.
Dialogue/2CE4ABED45CEEB998340C6A6D3847939_500EBB0800000000	The Gatekeepers know not what they unleash. [2.5]If you value the future of this world in the slightest, abide, and assist me when I ask. [8.15]Patience, I ask of you.	게이트키퍼들은 자신들이 무엇을 풀어놓았는지조차 모른다. [2.5]이 세계의 미래를 조금이라도 소중히 여긴다면, 기다려라. 그리고 내가 요청할 때 도와주길 바란다. [8.15]인내, 그것이 내가 바라는 것이다.
Dialogue/75C5376F45CF30EC91FE2C8CB16220A6_28A5EA9400000000	The Gatekeepers want to keep us out of the Reactors entirely. Maybe they overestimate us ... maybe not. [8.6]But I've seen what happens when something gets in the way of their objectives. [13.1]Well ... I've seen the remains.	게이트키퍼들은 우리가 반응로 구역에 절대 접근하지 못하게 하려하네. 우리를 과대평가하고 있지. 아닐 수도 있고. [8.6]하지만 난 게이트키퍼가 임무에 방해물이 생기면 어떻게 하는지 본 적 있지. [13.1]잔해로 만들더군...
Dialogue/2602C7ED45CACF385ABBE29635A319B5_1E3C2DE000000000	The Lamogi are pretty hardy, but a bop on the top of their head might take care of that!	람오기는 꽤 단단해요. 하지만 머리 위가 약점이랍니다!
Dialogue/F4C08C4946BD98F61459FDAC58AF0C50_D66552D400000000	The children are sent to new (homes). Seek the safety of your world. Or dwell in (death).	아이들은 새로운 (보금자리)로 보내졌다. 당신 세계의 안전을 찾아라. (죽음) 속에 머물지 않으러면.
Dialogue/4F8A7A0E48469D986FCA4DBBDC49B33B_D66552D400000000	The children of (untranslatable) are spores on the sea of furthest night. It (breeds) our purpose ... [11.45] Yours is not yet grown.	(해독 불가)의 자손들은 먼 밤 바다 위에 표류하는 홀씨들이다. 그것이 우리의 목적을 (잉태한다)... [11.45]너의 것은 아직 자라지 않았다.
Dialogue/6F1A93EE45C218A6FF68828A8C9BEC01_9D66FB2200000000	The fantastic thing about the perforation system is that it doesn't rely on the Dark Lens - it's older than that! [6.1]Sure, it took the entire output of the fusion generator just to open a portal, but sometimes the old ways are the best ways. [12.71]In this case, the old way ... might be the only way.	천공 시스템의 굉장한 점은 암흑 렌즈가 필요하지 않다는 거야. 렌즈 보다 오래된 시스템이지! [6.1]물론 포탈을 여는 데에 핵융합 발전기의 출력을 전부 사용해야 하긴 해. 하지만 오래된 방법이 최선의 방법일 때도 있잖아? [12.71]이 경우엔, 오래된 방법이... 유일한 방법일지도 모르겠네.
Dialogue/2A8FDCC5481E868B23C72683784256D1_587DB37A00000000	The gear in Reactors is old, but it works. [3.3]A decade's a long time round here. [6.13]Only the GKs use it now, and they're not exactly big on maintenance, but it should be solid.	반응로에 있는 장비는 낡았지만 잘 작동해. [3.3]십수 년간 자리를 지켰지. [6.13]지금 그걸 사용하는 건 게이트키퍼밖에 없고, 녀석들이 유지보수에 일가견이 있는 것도 아니지만, 사용하는데 무리는 없을 거야.
Dialogue/9D52F47943A1C0CB4E0B13897D7445B5_500EBB0800000000	The malignancy of your Gatekeepers is a threat to this world and all others. [4.75]Your most virtuous, nay, most scientific path now, is to assist me. [10.22]But first I must prepare the way. I say again, patience.	게이트키퍼라는 암적인 존재는 이 세계뿐만 아니라 다른 세계에도 위협이 된다. [4.75]지금 너희가 취할 수 있는 가장 고결한, 아니, 가장 과학적인 길은 나를 돕는 것이다. [10.22]허나, 먼저 나는 여정을 준비해야 한다. 다시 말하지만, 인내해라.
Dialogue/39A8CCD84397F37D47EA3DBBA6FD7269_28A5EA9400000000	Well, there you have it.	자, 바라던 대로 됐군.
Dialogue/0E88085F4EBB7713467CAF9EFBCE1FD0_08CBFFCB00000000	The time will come again, no matter.	다시 때가 온다. 반드시.
Dialogue/155679274235ADB4BE2EB0A1FAB92693_D66552D400000000	The waters now flow.	이제 물이 흐른다.
Dialogue/4D6DF8824919790299D7C3A37BC2647C_28A5EA9400000000	The waygate, the one they closed, I'm not sure where it leads ... another GATE facility perhaps ... [6.5]but as long as it gets us out of here, I'm really not too fussy.	걔네가 닫았던 그 웨이게이트가 어디로 연결되는지 모르겠어... 어쩌면 다른 GATE 시설일지도 몰라... [6.5]하지만 이 곳에서 나갈 수만 있다면, 나는 상관 없네.
Dialogue/02C236B84AB3A34683D6399645D9B8D6_1E3C2DE000000000	There are Royal Coins everywhere! Collect all 25 for a reward... if you can find it!	로얄 코인이 흩어져 있군요! 25개를 모아 보상을 획득하세요. 찾을 수 있다면 말이죠!
Dialogue/DAE9D09B47B3990F540659996DCBFE3C_9D66FB2200000000	There be dragons, that's all I'll say. Over there. Dragons. It's a metaphor.	드래곤이 있어. 명심해. 저기에. 드래곤 말이야. 비유 표현이지.
Dialogue/8DAF8FCD4A3E659F457C348C45E742E9_27E759D300000000	There is no way through to the Reactors without anti-fungal chemicals. If you seek an exit, I suggest the portal. [8.0]The total number of negative reports from those passing through is zero.	살균책 없이는 반응로 구역으로 갈 수 없습니다. 탈출로를 찾고 계시다면 포탈을 이용하는 것을 제안합니다.. [8.0]포탈을 통과한 인원 중 부정적인 보고를 한 사람은 한 명도 없습니다.
Dialogue/BE8648FE44534630B0CD03AA83DD8951_B493B93F00000000	They seem determined to raze this place to the ground. So childish. [5.5]'If I can't have the toys, no one can!' Never thought I'd see the day ...	놈들이 이 곳을 쑥대밭으로 만들 생각으로 보이는군. 유치하긴. [5.5]'내가 장난감을 가질 수 없다면, 아무도 못 가져!' 설마 이런 날이 올 줄이야...
Dialogue/4737FC094933F5E3DD9DD6877B437B48_B493B93F00000000	They're insane ...	미친놈들...
Dialogue/1E2EAEE046206D8FA56875B6426A6E6F_98DBDC4800000000	This is ... promising ...	이건... 기대해볼만 하네요...
Dialogue/001C3F364D156F2B9A03159ED8AC7D07_F5807AEF00000000	This is Dr. Derek Manse. [02]How such a creature as 0139 evolved is beyond me. [7.15]What it was, and what it's become... [10.6]There are realms where existence is forged under such utterly different conditions that our assumptions have no bearing. [18.37]We find ourselves adrift, unmoored from all references. [22.93]Perhaps this is how the creature itself feels. [26.03]It would, I suppose, explain its hostility. [29.35]Or perhaps it is simply tired of being poked and prodded by Dr. Thule and Dr. Stern, [34.95]who are getting along... about as well.	데릭 맨스 박사 기록. [02]0139와 같은 생물의 진화는 놀라울 따름이다. [7.15]원래 무엇이었고, 지금 무엇이 되었는지 말이다... [10.6]어떤 세계는 우리의 추측을 아득히 벗어나며, 그런 환경에서 생물이 단조되기도 한다. [18.37]우리는 표류하고 있으며, 익숙한 모든 기준점에서 벗어나 있다. [22.93]해당 생물도 그렇게 느낄지도 모르지. [26.03]그래서 적대적인지도 모르겠다. [29.35]아니면 단순히 툴 박사와 스턴 박사가 찔러대는 게 마음에 들지 않았겠지. [34.95]둘이 죽이 잘 맞는지도... 모르겠다.
Dialogue/E536E35E4D2DF0CEC7B6949618DC3350_F5807AEF00000000	This is Dr. Derek Manse. [2.0]I'm pleased to report that GATE's first on-site perforation event has been a complete success. [8.3]It required the full energy resources of both the hydroplant and reactors, but we opened a stable portal to Anteverse 2. [16.7]Unfortunately, we had to close the gateway sooner than expected, [21.0]as spores from that realm infected the area almost immediately. [25.0]Their rate of growth is extraordinary. [28.0]Scouring the spore residue will take weeks, but if left unattended ... it would soon be a jungle in here. [35.2]We will have to investigate that once Dr. Newman's project comes online.	데릭 맨스 박사 기록. [2.0]GATE 첫 현장 천공 발생이 완벽하게 성공했음을 기쁜 마음으로 보고한다. [8.3]수력발전소와 반응로의 전력을 모두 동원해야 했지만, 안테버스 2에 안정적인 포탈을 열 수 있었다. [16.7]아쉽게도, 포탈은 예정보다 일찍 닫아야만 했다. [21.0]해당 세계의 포자들이 구역을 즉시 오염시켰기 때문이다. [25.0]포자의 성장 속도는 놀라울 정도다. [28.0]포자를 제거하는데 몇 주가 걸릴 테지만, 방치한다면 이곳은 곧 정글이 되어버릴 것이다. [35.2]뉴먼 박사의 프로젝트가 가동되는 대로 조사를 시작할 것이다.
Dialogue/6FF8C45647B083F050A5C3AA545B4AB7_F5807AEF00000000	This is Dr. Derek Manse. [2.5]Our assumptions around the Exor and its progeny have been revealed to be completely false. [8.0]In the first instance, they have created a highly complex and ordered societal existence in Anteverse II. [15.0]We are forced to regard them as sentient, and possibly even intelligent. [21.0]But this is not the only revelation. [24]There is no escaping the fact: the Exor, the Pest, the Peccary[30]none of them are native to the worlds we're finding them on. [33]Something brought them here. [36.5]The crux is the monument at the center of their settlement. [40]Not a structure, but a weapon. A warhead. [45]Indeed, increasingly I am sure the creature is not natural at all, but a bioweapon. [51]Designed to be introduced to a region, and clear it out.	데릭 맨스 박사 기록. [2.5]엑소르와 그 자손에 대한 우리의 가정이 완전히 틀렸음이 밝혀졌다. [8.0]우선, 그들은 안테버스 II에 고도로 복잡하고 질서 있는 사회를 형성하고 있었다. [15.0]이에 따라 우리는 엑소르가 지각이 있고, 나아가 지능까지 갖추고 있다고 여길 수 밖에 없다. [21.0]하지만 드러난 것은 이뿐만이 아니다. [24]엑소르, 페스트, 페커리는 모두 부정할 수 없이 [30]서식중인 세계의 토착 생물이 아니라는 것이다. [33]무엇인가 그들을 가져다 둔 것이지. [36.5]핵심은 그들의 정착지 중심에 놓인 구조물이다.  [40]건축물이 아니라 무기. 탄두다. [45]그렇기에, 점점 확신이 든다. 이 생물은 자연적인 존재가 아니라 생물학적 무기인 것이다. [51]어떤 지역에 투입되어, 그곳을 정리하도록 설계된 무기 말이다.
Dialogue/04BA76A24007D571627066909D4CED85_D66552D400000000	This is our root, our cause. You still seek yours.	이것은 우리의 뿌리이자, 이유. 그대는 아직 그대의 것을 찾는다.
Dialogue/CF758AE04CB58B30C4268DA53FC0271E_D66552D400000000	This is ours.	이것은 우리의 것.
Dialogue/E5B6982E4BCB4E1D4C4C8F95410605F5_28A5EA9400000000	This place is a maze - I won't bore you with how I got down here, but it wasn't easy. [7.35]You have no idea how thick the concrete is around here.	여긴 완전 미로야. 내가 어떻게 내려왔는지는 잘 알겠지만, 절대 쉽지 않았네. [7.35]이 주변 콘크리트가 얼마나 두꺼운지 자넨 모를 걸.
Dialogue/3F2291BD4646B3CAFC89A1A7CC7E7562_D66552D400000000	This was foreseen.	예견된 일이었다.
Dialogue/2AA68EC942BA0A833D8FEAB9F2B3380B_28A5EA9400000000	This was the last thing I expected, but now that we're here, we must. Do. Something.	설마 했던 일이 일어났군. 하지만 여기까지 온 이상, 뭐라도 해야겠지. 뭐라도.
Dialogue/C4D757284C33A156FB284584452AA268_B493B93F00000000	Those levitating incinerators and their friends have overrun our facility, as you probably noticed. [6.36]I do wonder, though, what contraptions they've pilfered to create flames of such a fascinating shade of blue. Perhaps ... [14.15]Oh, snap out of it, Tengku! [16.14]The Gatekeepers have wrested the Dark Lens from the Order - yes - but they've no intention of using it to help us! [22.4]And now they can go wherever - perhaps whenever - they want! [27.7]It's high time we figured out how to escape this pit, before one of those hovering cryptkeepers cremates us. [33.68]I swear this would be simpler if we weren't on backup power, but there's nothing to do about that ... is there?	너도 알다시피 저 공중부양하는 용광로 놈하고 그 자식 친구들이 우리 시설을 점령했어. [6.36]근데, 도대체 뭘 훔쳤길래 저렇게 신비로운 푸른 불꽃을 만들어내는 걸까. 혹시... [14.15]아, 정신차려. 텡쿠! [16.14]게이트키퍼가 교단으로부터 암흑 렌즈를 탈환했어. 그래! 근데도 그걸 이용해서 우리를 도와줄 생각은 안 한다고! [22.4]이제 저 놈들은 원하는 곳이 있다면 어디든, 어쩌면 어떤 시간이든 갈 수 있다니까! [27.7]이제는 최대한 빨리 이 곳에서 탈출할 방법을 세워야 해. 저 이상한 게이트키퍼가 우리를 태워 죽이기 전에 말이야. [33.68]예비 동력을 써야할 상황만 아니었어도 일이 쉬워졌을텐데. 할 수 있는 게 없으니...그렇지?
Dialogue/4C82B3A148155F3D0A85A3881F3E4A32_09CA50D600000000	Those pyrotechnics are impressive, though.	그래도 저 불꽃은 꽤 인상적이네.
Dialogue/40AAEC5B4386A8798902DBBD8ADC35B7_08CBFFCB00000000	Travel well, my friend.	잘 가라, 친구여.
Dialogue/67B203D34B2279E3C10021B77F275278_98535A7300000000	Um, Janet, about my Facility simulation ... [4.85]I think I forgot to shut it down ... [9.1]It might still be running up there.	어. 자넷. 내 시설 시뮬레이션 말인데... [4.85]끄는 걸 깜빡한 것 같네... [9.1]거기서 아직도 작동 중일지도 몰라.
Dialogue/7AAB80324D288214F5E0F5BECAE939DD_09B430A600000000	Unless scented soap is critical to your escape plans, Abe [4.7]I think we should focus on the here and now.	에이브. 향비누가 탈출 계획에 중요한 게 아니라면 [4.7]지금 여기 집중하는 게 어때요.
Dialogue/2BC38E614C9109AE0F067C9DBF5A8A7D_C8E28C6400000000	Untasted?	맛 본적 없다?
Dialogue/39161EF1497711432F7C938B057B99D6_500EBB0800000000	Wait, Promethean! Do not attack! [2.3]Our paths converge once more! [4.6]Do you comprehend where you are? [7.2]The Praetorium, the sanctum of my bretheren! [10.6]If this was your intention, you are insane! But by some fathomless twist of circumstance ... you arrive at a critical moment! [18.0]Your precious Gatekeepers retreat to the frigid Residential region of your facility [23.5]to harness the power of the Dark Lens and bring ruin upon us all! [27.6]My bretheren, we are shackled, but you are not bound by our compact! [31.8]I would not ask them to join me, but you ... You may yet see wisdom! [37.3]I implore you, wait, abide, amend your course, for we may yet reclaim the Dark Lens, if you ally with my insurrection! [46.0]I see a fate even the Praetors have refused to fathom. [50.0]Time is not our ally, never our ally, though it is time we must spend. But first I must prepare for our journey. [57.8]Return to me when the time is aligned. You will know by the signs. [62.2]Soon, my inquisition shall begin.	잠깐, 프로메시안! 공격하지 마라! [2.3]우리의 행보가 다시 교차했군! [4.6]여기가 어디인지 이해하고 있는가? [7.2]프라에토리움. 내 형제들의 성소다! [10.6]이곳이 네가 의도한 목적지라면, 미친 게 분명하군! 하지만 운명의 장난인지... 결정적인 순간에 와 주었다! [18.0]네놈들의 소중한 게이트키퍼들이 시설의 얼어붙은 주거 구역으로 퇴각했다. [23.5]암흑 렌즈의 힘을 취하고 우리를 멸하기 위해서 말이지! [27.6]나와 내 형제들은 속박되어 있지만, 너는 우리의 서약에 얽매이지 않았다! [31.8]그들에게 나와 함께하라 요구할 수는 없지만, 너는... 너는 아직 현명한 선택을 할 수 있다! [37.3]간청하건대, 잠시 멈춰라. 인내하고, 길을 바꿔라. 나의 반란에 동참한다면, 아직 암흑 렌즈를 되찾을 수 있을지도 모른다! [46.0]나는 집정관조차 가늠하길 거부한 운명을 보았도다. [50.0]시간은 우리 편이 아니다. 절대 아니지. 하지만 지금은 보내야 할 때다. 먼저, 나는 여정을 준비해야 한다. [57.8]나중에 나를 다시 찾아라. 징표가 때를 알려 줄 테니. [62.2]곧, 나의 심문이 시작될 것이다.
Dialogue/A515A7E04E447EE0BE9956A8F35AED6A_D66552D400000000	We (remember) this. [2.8]You come from nothing. [5.6]Wishing to escape. [8.2] We (see) whispers. [11.4]A sanctuary you would violate. [14.3]Return to your home before (untranslatable) is aware. [21.0]Forget what you have seen. [25.0]Undo what might be.	우리는 그것을 (기억한다). [2.8]너는 공허에서 왔다. [5.6]탈출을 갈망하며. [8.2] 우리는 (보았다) 속삭임을,  [11.4]너가 침범하려는 안식처를. [14.3](해독 불가)가 알아채기 전까지 너의 집으로 돌아가라. [21.0]네가 본 것들을 잊어라. [25.0]일어날 일을 되돌려라.
Dialogue/27398EF74C134BF88E1F0F8862497545_C8E28C6400000000	We are not hungry for this flavor.	이 맛은 먹기 싫다.
Dialogue/989C3DCA4542AF86C5B66BA63215C147_08CBFFCB00000000	We can help each other, yes.	서로 도울 수 있을거야. 물론.
Dialogue/0D2480094A6BF3755EC8FA96F1810D05_28A5EA9400000000	We don't really have a lot of choice here: We're hundreds of miles from ... anywhere ... [6.33]and there's no way we're getting through their ... sky shield ... thing ... so it's inside or nothing.	우리에겐 선택권이 없어. 여기서 수백 마일 떨어진 곳 까지는... 아무것도 없다고... [6.33]게다가 저 하늘 보호막... 같은 걸 뚫을 수단도 없으니... 들어가는 것 말고는 답이 없네.
Dialogue/AFDF48A643314CC346D9D09486130F54_08CBFFCB00000000	We have no further business, for now.	우리 거래는 끝났군. 당장은 말이야.
Dialogue/F829833C427B3E5940B42BB20083C070_D66552D400000000	We see fear, and hope. Both are misplaced.	우리는 공포와 희망을 본다. 있어야 할 곳에 없는 그것들을.
Dialogue/B42D899141F860618E9A6B9CBE9B0BA6_C8E28C6400000000	We share scents.	우리 냄새 나눈다.
Dialogue/BC38EAB3455701E87F3F4292CF689644_C8E28C6400000000	We stay apart?	우리 헤어지나?
Dialogue/A9E837914894B07F70BD348E9BCEA545_C8E28C6400000000	We taste each other.	우리 서로 맛을 본다.
Dialogue/4C0A48374715B17C28BD1389D262EFCC_52045D4F00000000	We're all we've got now. [1.05]Our own hands. [2.10]But I remember when this was different, before they cleared this place out. [5.33]In '85. Like it was an accident. [8.02]Just ate up all the rock, the dirt. [10.10]They don't talk about that, but it happened. [12.35]And now look. Like it was never here. (Laughs)	우리한텐 남은 건 우리뿐이야. [1.05]우리의 두 손 말이야. [2.10]하지만 난 이곳이 달랐던 때를 기억해. 쓸어버리기 전을 말이지. [5.33]1985년. 사고처럼 보였지. [8.02]모든 돌과 흙을 집어 삼켰었는데. [10.10]아무도 말은 안 하지만, 벌어졌던 일이야. [12.35]자 봐봐. 아무 일도 없었던 거 같잖아. (웃으며)
Dialogue/90FF9A9A48ADAF7252029086C770FA17_28A5EA9400000000	We've come a long way together, haven't we? [2.9]We're not in the clear just yet - not by a long way - but it's not looking as hopeless as it was for a time there. [9.8]I'm actually starting to feel optimistic, faintly. At least, I think that's what this feeling is.	우리 참 멀리까지도 같이 왔군. 안 그런가?[2.9]아직 절대로 안심할 순 없지만, 그래도 이전처럼 절망적으로 보이진 않아. [9.8]사실, 약간 긍정적인 느낌이 들기도 하네. 그래. 이 느낌을 그런 식으로 말하는 거 같군.
Dialogue/10FDF2884DC0BCE7367152A026E74952_27E759D300000000	Welcome to beautiful Power Services.	아름다운 전력 센터에 오신 것을 환영합니다.
Dialogue/B73E0EC74C605F1DD40D8DAEEC91F5E8_28A5EA9400000000	Well done, my terrifically tatterdemalion friend. [3]I continue to be impressed with your acumen and derring-do. [7.9]It's really rather a silver lining to all this chaos. [11.77]And we're one step closer to escaping it, thanks to you - [16.68]Now... I've had a look around and ... It's as diabolical as I had feared. [22.51]The scientists down here have a central Fusion reactor powering the waygate. In other words, we do need all four reactors. [32.75]I noticed a Blast Door activated near the original station, leading to Cloud Reactor. [38.38]I thought I heard some yelling, but it's hard to tell with all this acoustic anathema. [43.63]The Blast Door is not far from here at all, just back the way we came ... on the Tram ... of course.	잘 했네. 내 끔찍하게 남루한 친구여. [3]그대의 통찰력과 용맹함에 계속 감명을 받는군. [7.9]이런 혼란 속에 한 줄기 희망이 되어주고 있어. [11.77]덕분에 탈출에 한 발자국 더 가까워지고 있지. 고마워... [16.68]아무튼... 주변을 둘러봤었는데... 내가 느끼는 두려움에 걸맞게 사악하더라고... [22.51]이 아래 과학자들은 웨이게이트에 동력을 전달시키기 위해 중앙 핵융합 반응로를 사용했지. 다른 말로, 우리는 네 개의 반응로가 모두 필요하단 거야. [32.75]구름 반응로로 연결된 방폭문이 활성화 됐다고 알고있어. 그 게이트는 원래 정거장 근처에 있지. [38.38]무엇인가 비명을 들은 거 같긴한데, 이 음향의 저주 속에서는 뭐든 확신하기 어렵군. [43.63]그 방폭문은 여기서 멀지 않아. 그저 트램을 타고 왔던 길로... 돌아가면 돼... 당연하게도.
Dialogue/45ECDD3E4412BE1A7E8BD4A819EA21D6_18C7EC2900000000	Well, it's not for everyone.	뭐, 사람마다 좋아하는 건 다르니까.
Dialogue/E536F6AC47E84388090268A1F6026D98_18C7EC2900000000	Well, its all yours, you look like you need it.	뭐, 다 네 거야. 필요해 보이네.
Dialogue/02068A9D42FE315430271985C93D555A_09B430A600000000	Well, the first time is the most exciting, right, Abe?	처음이 가장 신나는 법이죠. 그렇죠, 에이브?
Dialogue/E50148C84ABF141296F22092E4B354B8_09B430A600000000	Well, you always were a cat person, Abe. [2.7]But it's got certain appeal. [4.9]If you can see past the toxic aliens and power cuts, the military invasion, [9.0]and the occult sociopaths who seem to think anything that breathes or blinks is fair game. [14.4]Other than that, it's lovely.	고양이를 더 좋아하시긴 했죠. 에이브. [2.7]하지만 이것도 나름 매력이 있어요. [4.9]독성 외계인, 정전, 군사 침공만 무시한다면 말이죠. [9.0]그리고 숨 쉬거나 눈 깜빡이는 것들은 죄다 족치려는 사이코패스 오컬트 집단까지 말이에요. [14.4]그것들만 빼면, 아름답네요.
Dialogue/4BBCF2FF447EF01986C4CBA688084BCF_B493B93F00000000	What I wouldn't do for some asprin. I've had a splitting headache since this whole mess started. [7.3]I know it's nothing, compared to ... all of this ... [11.15]but it makes everything that much harder when the inside of your head feels like a centrifuge ...	진통제 몇 알만 구할 수 있음 뭐든지 하겠어. 이 난장판이 시작되고 머리가 부서질듯 아파. [7.3]알아... 이 사태에 비하면 두통은, 아무 것도 아니라는 거... [11.15]하지만 머리 속이 원심분리기처럼 느껴지면... 모든 게 더 힘들어지는 걸...
Dialogue/673C368D4E3D6B52EA0C6AB1C65E6154_98DBDC4800000000	What was that noise?	무슨 소리였죠?
Dialogue/1A510F3F46875590F259658E82FF4EAE_B493B93F00000000	What was that sound?	방금 무슨 소리야?
Dialogue/4E5C5AEE4151A772368FD79F3DA9EBC9_9D66FB2200000000	Whatever you find through there, I hope it's what you're looking for - a sense of personal accomplishment, maybe. [5.74]Adventure. [7.2]But not love. Love doth not lie that way. The opposite really. [12.89]Don't say I didn't warn you.	그 안에서 무엇을 찾든, 원하는 것을 찾길 바라. 어쩌면 개인적 성취감이라던가 [5.74]모험이라던가. [7.2]하지만 사랑은 아니지. 그 앞에 사랑은 없어. 오히려 반대지. [12.89]나는 경고했다?
Dialogue/F9D468694840E935441765922FCFD8C8_D66552D400000000	Within will speak.	우리의 대화는 시작될 것이다.
Dialogue/23429DFA4E82331F5105F6914366F328_C8E28C6400000000	You are one?	너는 하나인가?
Dialogue/F6ADACFC41087710573CFD9D96D34D16_C8E28C6400000000	You are true.	너 진짜다.
Dialogue/E1B0A08248D2493A3D67B9B2F89B67AA_C8E28C6400000000	You are true?	너 진짜인가?
Dialogue/8CF9B6A940B3D4353FE0D0AA9957D789_AD7A481D00000000	You delay fate - move on.	운명을 미루는구나. 나아가라.
Dialogue/44E6422649EF2BB34F59049436825DA4_08CBFFCB00000000	You desire ... what?	무엇을... 원하지?
Dialogue/C941C1AF496647FC7EEE78953E105790_08CBFFCB00000000	You freed the giants. If I can assist, I shall.	네가 거인들을 해방시켰군. 도움이 필요하다면 기꺼이 도와주지.
Dialogue/5579642F406D6F688540A598888571AD_D66552D400000000	You have been perceived.	그대는 인식되었다.
Dialogue/4C38311442EA14D7C05814A09FAF4D0D_D66552D400000000	You have chosen.	그대는 선택받았다.
Dialogue/C85672B641C8C465C51D5EBF0CB54325_18C7EC2900000000	You know where to find me.	내가 어딨는진 알고있지?
Dialogue/C62A31CF430107B7CC9A21BBBD8C12AE_98535A7300000000	You know, I ran a simulation of this entire facility, over 40,000 times, [6.7]and never once did it generate anything like ... this.	내가 이 시설 전체의 시뮬레이션을 40,000번도 넘게 돌려봤지만, [6.7]이런... 결과를 보였던 적은 없어.
Dialogue/807CA0AF4CB9CEC2345EF0ACBE664312_09CA50D600000000	You look like you've made yourself at home. Almost too at home, actually.	보기에 꽤 편하게 자리 잡은 거 같네. 너무 집처럼 말이야. 어.
Dialogue/FFF3E2CD4BDEB6A11F70B3BD9DEA0B39_D66552D400000000	You look without knowing, seeking for a reason to search, inverted, adrift, a nullity upon the waters.	그대는 알지 못한 채 바라보고 있다. 찾기 위한 이유를 알아내려, 뒤집힌 채, 표류하며, 바다 위의 허무로써.
Dialogue/57E665C144CEAF43A969A78076F426D9_587DB37A00000000	You made it!	왔구나!
Dialogue/2F81EA8A477A6589A25E0EA8E3158925_C8E28C6400000000	You seek Nyth's horn?	니스의 뿔을 찾나?
Dialogue/4E159C9E42C063902F16CCB7C91C2125_AD7A481D00000000	You seek the way, but fail to comprehend, the way seeks you.	길을 찾는구나. 이해하지 못 한 것이다. 길이 너를 찾는 것이다.
Dialogue/56F7FC7F475FE2E9C621A59E55824879_AD7A481D00000000	You seek with sight, and stumble in silence. [5.70]A dance to music unheard, for, if one hears a note, the dance undoes itself. [13.7]Yes, we have heard that music and dance no further. [18.32]But for you, the dance remains. [21.81]So let its silent sound move you. [25.3]And waste no time wondering whether you will persist, for that is decided.	너는 눈으로 길을 찾지만, 침묵 속에서 넘어진다. [5.70]들리지 않는 음악에 맞추어 추는 춤. 하나의 음이라도 들리면 춤이 스스로 무너지리. [13.7]그래, 우리는 음악을 들었고, 더이상의 춤은 없도다. [18.32]하지만 너에겐, 춤이 남아있다. [21.81]그러니 침묵의 소리에 너를 맡겨라. [25.3]그러니 나아갈 수 있을지에 대해 궁금해하지 말거라. 이미 결정된 일이니.
Dialogue/B062F75C4609CA573585559888892A34_28A5EA9400000000	You seem to be dealing with those Gatekeepers rather well, which is no mean feat. [5.7]I wish I could be of more help, but you see, I'm really not cut out for that kind of killing.	자네는 게이트키퍼를 잘 상대하고 있군. 쉬운 일이 아닌데 말이야. [5.7]나도 도움이 됐음 좋겠다만, 보다시피 그런 방식의 살육에는 능숙치 않아서 말이지.
Dialogue/3136BB394D12F94622F45B8A0E27B4B9_500EBB0800000000	You ways will not seduce me, scientist. [2.5]Exigency demands we align in this moment. That is all.	너희 방식은 나를 현혹하지 못한다, 과학자여. [2.5]위기가 우리를 엮은 것이지. 그뿐이다. 
Dialogue/E2911CB84DCC0400B40420802317F63B_98DBDC4800000000	You're doing well.	잘 하고있어요.
Dialogue/D4E9A1BD4F65C33AF6FB08A873164E39_9D66FB2200000000	You're gonna have this sorted in no time! I mean, it's nuclear power, not rocket science. [4.57]Anyone would think that you do this for a job! [6.92]You're new, right? [9.4]I have no idea what you do 'round here, sorry, I'm just making small talk while I... [15.49]Look, we'll have to catch up properly some time. [18]Maybe grab a coffee. [19.24]... After we fix this.	금방 해결할 수 있을 거야! 이건 핵 에너지 문제지 로켓 과학이 아니잖아? [4.57]원래 이 일 하는 사람인 줄 알 걸? [6.92]너 신참이지, 그치? [9.4]사실 네가 여기서 무슨 일 하는지 전혀 모르겠어. 미안, 그냥 시간 때우려고 수다 떠는 거라...[15.49]이봐, 나중에 제대로 이야기 나누자고. [18]커피라도 마시면서 말이야. [19.24]...우선 이거부터 고치고.
Dialogue/E11B55564C5B96266A3EFDA39E6A0F71_18C7EC2900000000	You're welcome.	고맙단 말은 됐어.
Dialogue/3EEF87A74A0730C1FDF94C8965F4E2BB_98DBDC4800000000	Your bio-field just shifted ...	건강상태가 급변했어요...
Dialogue/FF68677044E262F5D10CFB85138497BD_98DBDC4800000000	Your pulse is racing ... Is everything alright?	맥박이 빨라지고 있어요... 괜찮나요?
DT_AccessibilitySettings/UIRadialCloseCameraDelay_SubCategory	Accessibility - UI	접근성 - UI
DT_AccessibilitySettings/UIScrollSpeed_SubCategory	Accessibility - UI	접근성 - UI
DT_AccessibilitySettings/AimAssistInteraction_DisplayName	Aim-Assisted Interaction	조준 보정 상호작용
DT_AccessibilitySettings/UIRadialCloseCameraDelay_DisplayDescription	Delay after closing a radial menu until camera control is given back to the player.	원형 메뉴를 닫은 후 카메라 컨트롤이 플레이어에게 다시 돌아가기까지의 지연 시간.
DT_AccessibilitySettings/UIRadialCloseCameraDelay_DisplayName	Controller Radial Close Camera Delay	컨트롤러 원형 메뉴 종료 후 카메라 지연시간
