AbioticFactor/Content/Blueprints/Environment/Special/MapPamphletBox_BP.uasset	784Bh		TAKE A MAP	지도 얻기
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2286152	Sign_ModularDormitory_C	DR. ZHAO LI	자오 리 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2286286	Sign_ModularDormitory_C	DR. ALEXANDER HANNITY	알렉산더 해니티 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2286430	Sign_ModularDormitory_C	DR. PERRY BUTLER	페리 버틀러 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2286569	Sign_ModularDormitory_C	DR. SVETLANA PRICE	스베틀라나 프라이스 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2286710	Sign_ModularDormitory_C	DR. JANET ROSS	자넷 로스 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2286847	Sign_ModularDormitory_C	DR. LUKAS BENES	루카스 베네스 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2286985	Sign_ModularDormitory_C	DR. DANIEL FLINT	다니엘 플린트 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2287124	Sign_ModularDormitory_C	DR. GARRISON SOYINKA	개리슨 소잉카 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2287267	Sign_ModularDormitory_C	DR. AIDAN OSBORNE	에이든 오스본 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2287407	Sign_ModularDormitory_C	DR. RASHAD DERRICK	라샤드 데릭 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2287548	Sign_ModularDormitory_C	DR. STEPHEN WINCKOWSKI	스티븐 윈카우스키 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2287693	Sign_ModularDormitory_C	DR. EDWARD KRAUS	에드워드 크라우스 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2287832	Sign_ModularDormitory_C	DR. ABRAHAM STERN	에이브라함 스턴 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2287972		E-SUITES	E-스위트룸
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2288103		BARRACKS	병영
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2288234		BARRACKS A	병영 A
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2288367		EATERY	식당
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2288496		DR. STEWART WAKEMAN	스튜워트 웨이크먼 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2288638		TOILETS	화장실
AbioticFactor/Content/Maps/MainMenu_Security.umap	244871		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/MainMenu_Security.umap	245007		DEFENSE SECTOR	방어 구역
AbioticFactor/Content/Maps/MainMenu_Security.umap	245144		VAC CHAMBER	진공 챔버
AbioticFactor/Content/Maps/Vignette_MirrorWorld.umap	50510134	TextRenderActor	For L.W. --\r\nLove, B.B.	L.W.에게 --\r\n사랑을 담아, B.B.
AbioticFactor/Content/Maps/V_Alps.umap	5274058		OBSERVATOIRE	천문대
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3419955		DOOR CONTROL	출입 제어실
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3420090		BIOLAB SECURITY	생물학연구소 보안실
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3420228		BIOLAB SECURITY	생물학연구소 보안실
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3420366		BIOLABS	생물학 연구소
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3420496		01 BLAST DOOR	01 방폭문
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3420632		VAULT DOOR	강화문
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3420765		PROCESSING	처리실
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3420898		EQUIPMENT	장비실
AbioticFactor/Content/Maps/V_BOTANICAL.umap	3421030		DELTA LAB	델타 연구실
AbioticFactor/Content/Maps/V_Intro.umap	9550040		PACKAGE	포장
AbioticFactor/Content/Maps/V_Intro.umap	9550170		KITCHEN	주방
AbioticFactor/Content/Maps/V_Intro.umap	9550300		CRUCIS STUDY	크루시스 연구
AbioticFactor/Content/Maps/V_Intro.umap	9550435		POWER SOURCE	동력원
AbioticFactor/Content/Maps/V_Intro.umap	9550570		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/V_Intro.umap	9550703		SYNAPTIC LABS	시냅스 연구소
AbioticFactor/Content/Maps/V_Intro.umap	9550839		ORDO ACCESS	오르도 접근로
AbioticFactor/Content/Maps/V_Intro.umap	9550973		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/V_Intro.umap	9551106		ORDO STORAGE	오르도 보관실
AbioticFactor/Content/Maps/V_Intro.umap	9551241		SYNAPTIC LABS	시냅스 연구소
