AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	88825	ElectroPest_KillRequirementSection_SectionText	In conducting his cybernetic experimentations on IS-0173-A, Dr. Stern discovered something 'most remarkable'. \r\n\r\nWhile attempting micro-integration of a control system with the Pest's nervous system, he noted regular patterning in the gene-analogues for its insulative tissue. On closer investigation, Dr. Sterm claimed to have found 'what appears to be a bundle of coherent information' unrelated to expression of the tissue itself.\r\n\r\nIn his own words, Dr. Stern noted that 'it was as if someone had left a design note to themselves embedded in the structure of IS-0173-A's gene-analogues.'	스턴 박사는 IS-0173-A에 대한 실험을 진행하면서 '굉장히 대단한' 발견을 해냈습니다. \r\n\r\n페스트의 신경계와 제어 시스템의 정밀 병합을 시도하던 와중에, 박사는 절연 조직의 유전자 유사체에서 규칙적인 패턴을 발견했습니다. 더 자세한 조사에서 스턴 박사는 조직 자체의 발현과 관련이 없는 '논리적 정보의 묶음으로 보이는 것'을 발견했다고 주장했습니다.\r\n\r\n스턴 박사의 말에 따르면, 'IS-0173-A의 유전자 유사체의 구조에 누군가가 설계 노트를 남겨놓은 것 같았다'고 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	89520	Pest_Volatile_Title	IS-0173-C	IS-0173-C
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	89584	Pest_Volatile_Subtitle	Volatile Pest	불안정한 페스트
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	89712	Pest_Volatile_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/IN/EN)\r\n\r\nCONTAINMENT PROTOCOLS: Methods for approaching or studying IS-0173-C and other entities affected by 'volatile' phenomena are currently under investigation. The following provisional immurement standards are recommended:\r\n\r\n- Full viral and pathogenic biohazard containment, including corrosion resistant oxygen filters at all times.\r\n- Full body blast-resistant personal shielding.\r\n- Eyes and skin must remain covered at all times.\r\n- All storage sites should employ radiation shielding and grade 3 blast dampening.\r\n- All equipment must be irradiated in accordance with GISP decontamination procedures.	지정 등급: 크루시스 (AG/IN/EN)\r\n\r\n격리 절차: IS-0173-C를 포함하여 '불안정한' 현상에 영향을 받는 개체들에 접근하거나 연구하는 방법은 현재 조사 중입니다. 다음 임시 수용 기준을 준수할 것이 권장됩니다. \r\n\r\n- 부식 방지 산소필터가 포함된 전면적인 바이러스 및 병원성 생물학적 위험 격리 상시 유지.\r\n- 개인용 전신 방폭 장비 착용.\r\n- 눈과 피부를 가리는 보호구 상시 착용.\r\n- 모든 보관 장소에 대한 방사능 차폐 및 3등급 폭발 완충 장치 적용.\r\n- 모든 장비에 대한 GISP 오염 제거 절차에 따른 방사선 조사 실시.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	90463	Pest_Volatile_KillRequirementSection_SectionText	A new and relatively under-studied phenomena, 'volatility' has been induced in a range of Anteverse II fauna: by exposing these creatures to high-strength sources of radiation for sustained periods, GATE researchers have triggered rapid and significant morphological change in endemic lifeforms.\r\n\r\nWhile the results have been unpredictable, there is no question that these entities are able to adapt to even the most hostile environments swiftly and successfully. The limits of this adaptive capacity are as yet unknown, but being actively explored by GATE staff.	불안정성'은 현재 새롭게 연구 중인 현상으로, 다양한 안테버스 II의 생물군에서 관측되었습니다. GATE 연구진들은 이 토착 생물들을 장기간 강한 방사선에 노출시킴으로써, 급격하고 상당한 형태적 변화를 일으켰습니다. \r\n\r\n결과는 예측 불가능했지만, 이 개체들은 극한의 환경에도 빠르고 성공적으로 적응할 수 있음이 확실해 보입니다. 이러한 적응 능력의 한계는 아직 밝혀지지 않았으나, GATE 직원들의 적극적인 연구가 이루어지고 있습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	91128	Perforations_Title	IS-0177	IS-0177
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	91189	Perforations_Subtitle	The Perforations	천공
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	91312	Perforations_Sections_Index0_SectionText	DESIGNATION: Jura (EX/GW/IN/IV/R)\r\n\r\nCONTAINMENT PROTOCOLS: None.\r\n\r\nFirst sighted in Jerusalem in 1 BCE, but theorized to have occurred much earlier, GATE has no current measures to counteract or contain these external perforation events.\r\n\r\nThese perforations have been shown to involve coherent data transfer, leading investigators to believe they are preliminary attempts to survey or possibly enter our world.\r\n\r\nSuspected purposes include communication, resource extraction, colonization.\r\n\r\nMore study required.	지정 등급: 유라 (EX/GW/IN/IV/R)\r\n\r\n격리 절차: 없음.\r\n\r\n처음 목격된 것은 기원전 1년 예루살렘이지만, 훨씬 이전부터 발생했을 것으로 추정되는 외부 천공 현상은, GATE도 대응하거나 격리할 방법이 없습니다.\r\n\r\n이러한 천공 현상들은 일관된 정보 전송을 수반하여, 조사관들로 하여금 이 현상이 우리 세계를 탐색하거나 진입하려는 예비 시도일 가능성이라 생각하게 만들었습니다.\r\n\r\n추정되는 목적은 다음과 같습니다. 대화, 자원 추출, 식민지화.\r\n\r\n추가 연구가 필요합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	91952	Peccary_Title	IS-0178-A	IS-0178-A
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	92010	Peccary_Subtitle	Peccary	페커리
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	92126	Peccary_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/IN/PY)\r\n\r\nCONTAINMENT PROTOCOLS: Any containment space for IS-0178-A specimens must measure no more than 3x3m square, ensuring the subject is unable to attain a velocity greater than 5m/s.\r\n\r\nAll walls and flooring should be reinforced to GISP standards for blast shielding and be electrically grounded to 2MV. Subjects must be contained separately, and fed remotely.	지정 등급: 크루시스 (AG/IN/PY)\r\n\r\n격리 절차: IS-0178-A의 격리 공간은 3x3m를 초과하지 않아야 하며, 대상이 5m/s 이상의 속도를 내지 못하도록 해야 합니다.\r\n\r\n모든 벽과 바닥은 GISP 폭발 방호 기준에 따라 보강되어야 하며, 2MV까지 접지할 수 있어야 합니다. 대상은 개별적으로 격리되어야 하며, 먹이는 원격으로 제공해야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	92613	Peccary_Sections_Index1_SectionText	Colloquially dubbed a 'Peccary', IS-0178 is a quadrupedal predator that uses psionic energy to hunt its prey. \r\n\r\nPreliminary research suggests that these abilities are much 'higher wattage' here in our own universe, where energy concentrations are comparatively higher, than the severely entropic Anteverse II, which is its home.	통칭 '페커리'라고 불리는 IS-0178은 사족보행 포식자로, 정신 에너지를 사용해서 먹이를 사냥합니다. \r\n\r\n초기 연구에 따르면, 이러한 능력은 에너지 농도가 상대적으로 높은 우리 우주에서 더 강력하게 나타나며, 이는 본래 서식지인 엔트로피가 매우 높은 안테버스 II와 비교됩니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	93049	Peccary_KillRequirementSection_SectionText	In experimenting with the Peccary, Dr. Manbanko taught one of the creatures, which he dubbed 'Gregory', to perform a variety of simple tasks. These included fetching balls, responding to repeated verbal commands, and tapping its hooves in time to a range of music. \r\n\r\nThe means by which he controlled its behavior relied principally on food rewards, electric shock penalties, and exploiting its marked preference for Swedish drone metal music. When played, the creature became extremely docile, and its task retention rate multiplied significantly.\r\n\r\nDr. Manbanko is in agreement with Dr. Kale's theory that IS-0178-A's rapid learning is - at least in part - 'symptomatic' of the high entopy delta between our universe and Anteverse II. In Dr. Manbanko's words, everything here happens for them 'faster and more furiously'.	페커리에 대한 실험의 일환으로, 만반코 박사는 '그레고리'라고 이름 지은 이 생물에게 여러 가지 간단한 훈련을 시켰습니다. 공 물어오기, 반복적인 육성 명령에 반응하기, 여러 음악에 맞춰 발굽을 두드리기 등의 훈련이 이에 해당됩니다.\r\n\r\n개체의 행동을 통제하는 방법으로 주로 사용된 방법은 음식 보상, 전기 충격, 그리고 스웨덴 드론 메탈 음악에 대한 두드러진 선호도였습니다. 이 음악을 재생하면 해당 생물은 매우 온순해졌고, 작업 유지율이 상당히 증가했습니다.\r\n\r\n만반코 박사는 케일 박사의 이론에 동의하며, IS-0178-A의 빠른 학습은 적어도 부분적으로는 우리 우주와 안테버스 II 사이의 높은 엔트로피 델타에 의한 '증상'이라고 말합니다. 만반코 박사의 말에 따르면, 여기서 일어나는 모든 일은 그들에게 '더 빠르고 더 격렬하게' 일어납니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	93978	MushroomPeccary_Title	IS-0178-B	IS-0178-B
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	94044	MushroomPeccary_Subtitle	Mushroom Peccary	버섯 페커리
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	94177	MushroomPeccary_Sections_Index0_SectionText	DESIGNATION: Sanc (AG/IN)\r\n\r\nCONTAINMENT PROTOCOL: All storage sites for IS-0178-B must be cleaned to a sterility standard equal to or above GISP minimums for viral and pathogenic containment. Daily checks for mycelium spread must be implemented, and any spores, growths or blooms immediately removed.\r\n\r\nAs with its clade-member IS-0178-A, all walls and flooring should be reinforced to GISP standards. Feed remotely.	지정 등급: 산크 (AG/IN)\r\n\r\n격리 절차: IS-0178-B의 모든 보관시설은 바이러스 및 병원체 격리에 대한 GISP 최소 기준 또는 그 이상으로 청결하게 유지해야 합니다. 매일 균사체의 확산을 점검하고, 포자, 성장, 개화 등이 발견되면 즉시 제거해야 합니다.\r\n\r\nIS-0178-A와 같은 계통으로써, 모든 벽과 바닥은 GISP 기준에 맞게 설계돼야 하며, 먹이는 원격으로 제공해야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	94713	Exor_Title	IS-0184-A	IS-0184-A
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	94768	Exor_Subtitle	Exor	엑소르
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	94878	Exor_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/EN/IN)\r\n\r\nCONTAINMENT PROTOCOLS: All containment facilities for IS-0184-A require Grade 4 impact shielding and/or Grade 5 blast dampening in accordance with GISP ratings. All personnel conducting research on this subject must wear Grade 4 body armor with full electrical grounding, even when subject is sedated or unconscious. Direct interaction in any state is not advised.\r\n\r\nIS-0184-A should not be exposed to any flammable materials. Feed remotely.	지정 등급: 크루시스 (AG/EN/IN)\r\n\r\n격리 절차: IS-0184-A의 모든 격리 시설은 GISP 등급에 따라 4등급 충격 방호, 5등급 폭발 완충 중 하나 또는 전부를 요구합니다. 이 대상에 대한 연구를 수행하는 모든 연구자는 대상이 진정되었거나 의식이 없는 상태일 때도 4등급 신체 방어구를 착용하고 전기적으로 완전히 접지된 상태여야 합니다. 대상이 어떤 상태이든, 직접적인 상호작용은 권장되지 않습니다.\r\n\r\nIS-0184-A는 인화성 물질에 노출되어서는 안 됩니다. 먹이는 원격으로 제공해야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	95447	Exor_Sections_Index1_SectionText	A bipedal hunter with a sophisticated bio-electric defence adaptation, the Exor was first discovered in 1987 by Dr. Lenora Riggs.	정교한 생체 전기를 이용한 자기방어 능력을 갖춘 이족보행 사냥꾼인 엑소르는 1987년 레노라 리그 박사에 의해 처음 발견되었습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	95679	Exor_KillRequirementSection_SectionText	The creature widely referred to as the Exor demonstrates many unexplained behaviours.\r\n\r\nIS-0184-A has been observed in the wild by TR teams on several occasions gathering in small groups centered around a single IS-0184-B, in a posture described variously as 'supplication' or 'abeyance'.\r\n\r\nAlthough no comparative recordings exist, researchers have noted that under these circumstances both IS-0184-A and IS-0184-B emanate a series of modulated frequencies that are not heard at any other time.	엑소르로 불리는 이 생물은 설명되지 않은 많은 행동들을 보입니다.\r\n\r\n차원 탐사대에 의해 야생에서 관찰된 IS-0184-A는 단일 IS-0184-B를 중심으로 소규모 그룹을 형성하는 모습이 여러 차례 목격되었으며, 이때 '기도' 또는 '정좌'로 묘사되는 자세를 취합니다.\r\n\r\n비교 기록이 존재하지 않지만, 연구자들은 이러한 상황에서 IS-0184-A와 IS-0184-B가 평소에는 들리지 않는 일련의 조절된 주파수를 방출한다는 점을 주목했습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	96273	ExorMonk_Title	IS-0184-B	IS-0184-B
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	96332	ExorMonk_Subtitle	Exor Monk	엑소르 수도자
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	96451	ExorMonk_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/GW/IN/R)\r\n\r\nCONTAINMENT PROTOCOLS: All IS-0184-B subjects require heavy shielding and perforation-suppressing containment. All immurement sites must avoid geomagnetically and tellurically active locations.\r\n\r\nFail-safe connection to back-up power is required at all times, as even a micro-lapse in suppression fields risks containment failure. The subject cannot be approached unless sedated, and should be fed remotely.	지정 등급: 크루시스 (AG/GW/IN/R)\r\n\r\n격리 절차: IS-00184-B는 강력한 차폐와 천공 억제가 가능한 곳에 격리되어야 합니다. 격리실은 지자기 및 지류적 활동이 활발한 위치를 피해야 합니다. \r\n\r\n비상 보조 전원에 상시 연결되어 있어야 합니다. 아주 찰나의 억제 필드 중단도 격리 실패로 이어질 수 있습니다. 개체가 진정되지 않은 상태에서 접근해서는 안 되며, 먹이는 원격으로 제공해야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	96992	ExorMonk_Sections_Index1_SectionText	IS-0184B is a near relation of IS-0184A, with some notable differences.\r\n\r\nAble to generate a short-distance perforation using internal bioelectrical energy, specimens recovered from Anteverse II often display crafted decorations, indicating tool-making technology.\r\n\r\nFurther study is urgently required.	IS-0184-B는 IS-0184A와 밀접한 관계가 있으며, 몇 가지 주목할 만한 차이점이 있습니다.\r\n\r\n내부 생체 전기 에너지를 사용하여 단거리 천공을 생성할 수 있으며, 안테버스 II에서 회수한 표본들이 종종 장식물을 걸치는 것으로 보아 도구 제작 기술이 있는 것으로 보입니다.\r\n\r\n빠른 후속 연구가 필요합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	97392	ExorMonk_Sections_Index2_SectionText	The creature's organs retain notable quantum properties when removed from its body.	해당 생물의 장기는 적출한 이후에도 양자적 특성을 유지합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	97583	ExorMonk_KillRequirementSection_SectionText	While GATE's ability to localize neutrino emission sources is a relatively new field, researchers in the Cascade Facility's Neutrino Detection Apparatus have noted a strange interrelationship.\r\n\r\nThere is a strong statistical correlation with a surge in neutrino activity and certain behaviours of IS-0184-B. \r\n\r\nThe discovery was accidental, and remains speculative at this time, but when Dr. Elanor Newman used tachyonic field fluctuations to localize a series of unexpected neutrino bursts, they appeared to originate in the cell housing of an IS-0184-B specimen. \r\n\r\nFurthermore, Dr. Manbanko noted that these periods also correlated with a phase of 'low-activity, stillness, and almost meditative behaviour' among all specimens of IS-0184-A in containment.\r\n\r\nDr. Newman noted that after isolating the source of the neutrino burst to IS-0184-B, data revealed 'hints' of previous 'incoming collimated bursts' from an external source, as yet unidentified.	GATE의 중성미자 근원 추적 기술은 비교적 새 분야이긴 하지만, 과학자들은 캐스케이드 시설의 중성미자 탐지기에서 이상한 연관성을 발견했습니다.\r\n\r\nIS-0184-B의 특정 행동과 중성미자의 급격한 방출 사이에서 통계적인 상관관계가 있었습니다.\r\n\r\n이 발견은 우연히 이루어졌으며, 아직은 가설에 불과합니다. 하지만 엘라노어 뉴먼 박사가 불시에 일어나는 중성미자 방출을 타키온 필드 변동을 이용해서 추적한 결과, IS-0184-B 표본을 보유 중인 격리실에서 발생하는 것으로 보였습니다.\r\n\r\n또한, 만반코 박사는 이러한 현상이 격리된 IS-0184-A의 '저활동, 정지상태, 그리고 명상적인 행동'과 연관이 있다고 덧붙였습니다.\r\n\r\n뉴먼 박사는 IS-0184-B의 중성미자 방출을 차단한 이후 '조준된 방출의 유입'의 흔적을 외부 출처로부터 발견했는데, 아직 그 정체는 확인되지 않았습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	98641	ArmoredExor_Title	IS-0184-C	IS-0184-C
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	98703	ArmoredExor_Subtitle	Armored Exor	무장 엑소르
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	98828	ArmoredExor_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/IN)\r\n\r\nCONTAINMENT PROTOCOL: All IS-0184C containment sites must employ Grade 5 impact shielding, heavy blast dampening and electrical grounding rated to 2MW, with full acoustic baffling and an approved one-way accession portal.\r\n\r\nHowever, the combination of heavy chitnous armor, bioelectrical tracking projectiles and ultrasonic vocalizations has, in practice, meant that anything less than permanent sedation of IS-0184C carries considerable risk of injury or death to assigned researchers.\r\n\r\nThe subject is the most aggressive and destructive known variant of IS-0184A and IS-0184B, and provides further evidence for a growing weight of GATE research that indicates the intervention of an external agent in the evoution of this lifeform.	지정 등급: 크루시스 (AG/IN)\r\n\r\n격리 절차: IS-0184-C의 모든 격리 시설은 5등급의 충격 방호, 강력한 폭발 완충, 2MW 수준의 접지용량, 완전한 음향 차폐, 그리고 승인된 일방향 접근 포탈이 요구됩니다.\r\n\r\n하지만, IS-0184C의 키틴질 중장갑, 생체 전기 추적 발사체, 초음파 발성의 조합은, 영구적으로 진정시키지 않는 한, 담당 연구자에게 부상이나 사망을 초래하기에 충분합니다.\r\n\r\n해당 개체는 IS-0184A와 IS-0184B의 변종 중 가장 공격적이고 파괴적인 것으로 알려져 있으며, 이것은 이 생명체의 진화에 외부 요인이 개입했음을 시사하는 GATE 연구에 무게를 더해줍니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	99721	ExorPikeman_Title	IS-0184-D	IS-0184-D
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	99783	ExorPikeman_Subtitle	Exor Cha	엑소르 차
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	99904	ExorPikeman_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/GW/IN/R)\r\n\r\nCONTAINMENT PROTOCOLS: IS-0184-D must be kept in geomagnetically isolated conditions with permanent, fail-safe connection to back-up power. Full-spectrum perforation-suppressive measures must be observed at all times within 20 meters of the entity, as with the closely related IS-0184-B.\r\n\r\nFurther, IS-0184-D must not be permitted near sticks, branches, short poles, pikes, long-handled tools or any implement it might use as a weapon.	지정 등급: 크루시스 (AG/GW/IN/R)\r\n\r\n격리 절차: IS-0184-D는 지자기적으로 독립된 환경에서 영구적인 비상 보조 전원에 연결되어 있어야만 합니다. 근연종인 IS-0184-B와 마찬가지로, 개체 반경 20미터 이내에서는 전 대역 천공 억제 조치가 취해져야 합니다.\r\n\r\n또한, IS-0184-D가 무기로 사용될 수 있는 막대기, 나뭇가지, 장대, 창, 긴 손잡이가 달린 도구 등에 접근해서는 안 됩니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	100505	Exor_Volatile_Title	IS-0184-E	IS-0184-E
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	100569	Exor_Volatile_Subtitle	Volatile Exor	불안정한 엑소르
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	100697	Exor_Volatile_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/EN/IN)\r\n\r\nCONTAINMENT PROTOCOLS: Full assessment of IS-0184-E immurement protocols: pending.\r\n\r\nThe origin of 0184-E's transformation is presumed to lie in fungal pathogens spread from Anteverse II. These pathogens have themselves undergone significant mutation since prolifertating through Mist Reactor and beyond. Staff are advised that previous safety directives may be no longer be reliable. \r\n\r\nAny personnel interacting with 0184-E should wear complete radiological and fungal protection at all times. However, any encounter with IS-0184-E under anything less than full physical restraint, total sedation and/or complete discontinuation of life signs is highly discouraged to prevent irrevocable harm to researchers.\r\n\r\nProvisional storage protocols for this entity stipulate Grade 2 concrete-reinforced radiation shielding for all sites, and extremely small containment spaces to limit the entities achievable kinetic velocity.	지정 등급: 크루시스 (AG/EN/IN)\r\n\r\n격리 절차: IS-0184-E 수용 절차에 대한 전수 평가: 보류 중.\r\n\r\n0184-E의 변이는 안테버스 II에서 유래한 진균성 감염체에 의한 것으로 추정됩니다. 해당 감염체는 안개 반응로를 거쳐 확산하는 과정에서 상당한 돌연변이를 일으켰습니다. 따라서, 기존의 안전 지침이 유효하지 않을 수 있음을 숙지하십시오. \r\n\r\n0184-E와 접촉하는 모든 인원은 방사선 및 진균을 완전히 차단할 수 있는 보호 장비를 착용해야 합니다. 단, 연구원이 비가역적인 피해를 입을 수 있으므로, IS-0184-E를 다룰 때는 완전 구속, 전신 마취, 또는 생체 신호의 완전 정지 상태를 반드시 유지하여야 합니다. \r\n\r\n해당 개체의 임시 보관 절차에 따르면, 현장은 2등급 콘크리트 보강 방사선 차폐를 갖춰야 하며, 개체가 도달할 수 있는 운동 속도를 제한하기 위해 극도로 작은 격리 공간을 규정하고 있습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	101781	Anteverse2A_Title	Anteverse II A	안테버스 II A
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	101848	Anteverse2A_Subtitle	Far Garden	먼 정원
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	101956	Anteverse2A_Sections_Index0_SectionText	In accordance with trans-luminal modelling, GATE’s second perforation experiment ‘grounded’ itself in one of the largest bodies of mass in Anteverse II – its unfathomably old heart.	트랜스-루미널 모델링에 따라, GATE의 두 번째 천공 실험은 안테버스 II에서 가장 큰 질량체 중 하나의 심장에 길을 열었습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	102445	Anteverse2B_Title	Anteverse II B	안테버스 II B
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	102512	Anteverse2B_Subtitle	The Mycofields	균류지
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	102624	Anteverse2B_Sections_Index0_SectionText	Craggy and malformed, this region of Anteverse II is little more than a mass of rock orbiting a ‘sun’ that is no sun at all - rather a vacuum point slowly sucking everything towards it.\r\n\r\nMuch closer to it's 'star' than Anteverse II A, the tidal forces generate tremendous heat, producing tributaries of superheated magma that restrict the growth of endemic vegetation, already limited by the realm's direly low entropy.\r\n\r\nA jagged maze of caves, cliffs, ledges and ancient paths, existence under these conditions is extremely harsh and competition for resources is brutally intense. The creatures that live within it are forced to adapt to - and exploit - the profusion of fungal life that persists there.	험준하고 기형적인 이 지역은 '태양' 주위를 도는 암석 덩어리에 불과합니다. 이 '태양'도 우리가 아는 그것과 달리 모든 것을 서서히 빨아들이는 진공점에 가깝습니다.\r\n\r\n안테버스 II A보다 이 '별'에 훨씬 가까운 탓에, 큰 기조력을 받아 엄청난 열이 발생하여 뜨거운 마그마의 강을 형성합니다. 이는 이 세계의 극도로 낮은 엔트로피로 인해 제한된 토착 생물의 성장을 더욱 제한하는 요소이기도 합니다.\r\n\r\n동굴, 절벽, 세월이 만든 길들로 이루어진 미로 같은 이곳은 생존에 가혹한 환경이며, 자원 경쟁 또한 잔인할 정도로 치열합니다. 이곳에 사는 생물들은 풍부하게 자라난 다양한 진균 생물을 이용하도록 적응해 왔습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	104167	Anteverse2C_Title	Anteverse II C	안테버스 II C
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	104234	Anteverse2C_Subtitle	Village Den da'ko Yeer	덴 다코 이르 마을
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	104354	Anteverse2C_Sections_Index0_SectionText	Grouped around an object of unknown provenance, the Exor settlement displays clear signs of design and craftsmanship, indicating more clearly than ever that - at least some of - IS-0178 and its many variants possess intelligence.\r\n\r\nThe artifact at its core remains an obdurate mystery, although several TransRecon members have noted that it appears to be venerated by the Exor that surround it.	엑소르 정착지는 기원이 불분명한 어떤 물체를 중심으로 형성되어 있으며, 뚜렷한 설계와 손재주로 세워진 것이 자명해 보입니다. 이는 IS-0178 및 그 다양한 변종 중 적어도 일부가 지성을 갖추고 있음을 시사합니다.\r\n\r\n정착지의 심장부에 자리한 이 유적은 수수께끼로 꿋꿋하게 남아있지만, 일부 차원정찰대 인원들은 그것이 주변에 정착한 엑소르들에게 숭배받는 것처럼 보인다고 보고했습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	104872	Coworker_Title	IS-0223	IS-0223
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	104929	Coworker_Subtitle	The Coworker	동료 직원
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	105051	Coworker_Sections_Index0_SectionText	DESIGNATION: Sanc (AV/AG/CA)\r\n\r\nCONTAINMENT PROTOCOL: All staff are directed to treat IS-0223, if encountered, as a legitmate employee. Do not question or interrogate the subject. Provide with food if requested.	지정 등급: 산크 (AV/AG/CA)\r\n\r\n격리 절차: 모든 직원은 IS-0233과 마주쳤을 때, 진짜 동료인 것처럼 대해야 합니다. 대상에게 의문을 표하거나 심문해서는 안됩니다. 음식을 요구받으면 지급해 주십시오.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	105385	TapeWisp_Title	IS-0235	IS-0235
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	105442	TapeWisp_Subtitle	Tape Wisp	테이프 유령
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	105546	TapeWisp_Sections_Index0_SectionText	DESIGNATION: Solatus (EN/IN/CA)\r\n\r\nCONTAINMENT PROTOCOL: Under no circumstances is the tape containing IS-0235 to be brought into contact with a video cassette recorder. It must not be played, viewed or displayed. The subject is to be considered contained until further notice.	지정 등급: 솔루투스 (EN/IN/CA)\r\n\r\n격리 절차: IS-0235는 어떤 경우에도 비디오테이프 녹화기와 접촉해서는 안 됩니다. 테이프를 재생하거나, 시청하거나, 송출 하는것은 금지합니다. 대상은 추가적인 공지가 있을 때까지 격리되어야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	105951	NighttimeAnom_Title	IS-0299	IS-0299
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	106013	NighttimeAnom_Subtitle	Nocturnal Anomaly	야간 이상현상
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	106130	NighttimeAnom_Sections_Index0_SectionText	DESIGNATION: Crucis (EN/IN/TL)\r\n\r\nCONTAINMENT PROTOCOLS: Pending.	지정 등급: 크루시스 (EN/IN/TL)\r\n\r\n격리 절차: 보류 중.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	106322	WinterSprite_Title	IS-0307	IS-0307
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	106383	WinterSprite_Subtitle	The Game Sprite	게임 영혼
